ID: 1122305680264667136,4,,17,no,28/04/19 01:05:00,"Las zonas cercanas a la catedral permanecerán cerradas a la mayoría de la gente hasta que sean consideradas seguras, informó la policía de París https://t.co/8n2Mpw0mDH",TweetDeck,view tweet url
ID: 1122269352374484992,,,,no,27/04/19 22:40:39,"@El_Universal_Mx Así como los asesinatos, pero estamos en un país donde no pasa nada",Twitter for Android,view tweet url
ID: 1122272723563098112,,,,no,27/04/19 22:54:02,"@El_Universal_Mx Y eso que? La ley puede decir misa... Pero su presidente no hace nada y la Policía menos... Y a los demás les vale má... por que saben que no les va a pasar nada, nadie los toca, por eso está el país hecho un desastre...",Twitter for Android,view tweet url
ID: 1122273976707948544,,,2,no,27/04/19 22:59:01,"@cavazosdaniel @El_Universal_Mx Tu presidente No... El solo sabe  ""amor y paz y perdón"" (y de ayudar a los delincuentes con ""apoyos"" cuando se ""queman"" por ejemplo)La Policía tampoco, le teme a la Protectora de Animales (CNDH)Solo nos queda el Chavo del 8.... Y por cierto...ya ""felpo""...Osea...Ya Valió Monja",Twitter for Android,view tweet url
ID: 1122275512871571457,,,,no,27/04/19 23:05:07,En Tijuana Ensenada están tomadas y no pasa nada ?,Twitter for iPhone,view tweet url
ID: 1122276586877857793,,,,no,27/04/19 23:09:23,"@El_Universal_Mx Ajá!!!, Si, siempre hemos sabido eso, y que? Siguen tomando casetas y robando a los automovilistas porqué así no aplica el seguro, y se supone que parte de lo que es recaude va a parar al gobierno para ser utilizado en otras vías o programas sociales, o no? Es corrupción no?",Twitter for iPhone,view tweet url
ID: 1122278784823123969,,,,no,27/04/19 23:18:07,@El_Universal_Mx Y la toma de plazas y vias públicas o instalaciones petroleras??? Alli no hay o hubo delitos??? Afectar a terceros su libre transito???,Twitter for Android,view tweet url
ID: 1122278979992469504,,,,no,27/04/19 23:18:54,"@El_Universal_Mx A ok, pero a qué se aplique la ley está muy lejos",Twitter for Android,view tweet url
ID: 1122279066428637184,,,,no,27/04/19 23:19:15,@El_Universal_Mx Ósea es más grave que un tipo que comete No se cuantos feminicidios y solo le dan 15 años de presión(el fulano del Estado de México),Twitter for iPhone,view tweet url
ID: 1122280339303432192,,,,no,27/04/19 23:24:18,@El_Universal_Mx Hay que aplicar la ley y san se acabo,Twitter for Android,view tweet url
ID: 1122280736550281216,,,,no,27/04/19 23:25:53,@El_Universal_Mx Pero cuando? .,Twitter for Android,view tweet url
ID: 1122280797908676613,,,,no,27/04/19 23:26:07,"@El_Universal_Mx @drjoseoscarv Y qué carajo espera el gobierno federal para encerrar a esta runfla de ""pueblo bueno"" que un día sí y otro también toman casetas?!?! Ah perdón,  AMLO no es un represor!",Twitter for Android,view tweet url
ID: 1122282427295117312,,,,no,27/04/19 23:32:36,"@El_Universal_Mx A menos que sean NORMALISTAS, DE LA COORDINADORA O PUEBLOS INDÍGENAS.",Twitter for Android,view tweet url
ID: 1122282513559216128,1,,,no,27/04/19 23:32:56,@El_Universal_Mx Pues que se apuren a avisarles hoy estuvo tonada la caseta de siempre en la autopista del Sol por los de Ayotzinapa. De a 50 pesitos de cooperación no das no pasas y no te preocupes hasta te cambian tu billete,Twitter for Android,view tweet url
ID: 1122283232840638464,,,,no,27/04/19 23:35:48,ya era hora ??a ver si lo cumplen,Twitter for iPhone,view tweet url
ID: 1122284341470478336,,,,no,27/04/19 23:40:12,@El_Universal_Mx Cuando las tomaban los que hoy gobiernan no era delito,Twitter for Android,view tweet url
ID: 1122284485158920192,,,,no,27/04/19 23:40:46,@El_Universal_Mx Y?,Twitter for iPhone,view tweet url
ID: 1122289564402495489,,,,no,28/04/19 00:00:57,@El_Universal_Mx Les hablan chairos del SITUAM,Twitter for iPhone,view tweet url
ID: 1122290308727832576,,,,no,28/04/19 00:03:55,"@El_Universal_Mx Nunca se presentó la autoridad , COÑO!!!.",Twitter for iPhone,view tweet url
ID: 1122290327061135361,,,,no,28/04/19 00:03:59,@El_Universal_Mx Tambien los van a premiar con pensiones a esas escorias? Pareceria que este gobierno está empecinado en premiar los delincuentes y castigar al obrero (que paga impuestos) #AmloElFracasoPresidencial #AMLORENUNCIA,Twitter for iPhone,view tweet url
ID: 1122293673880883200,,,,no,28/04/19 00:17:17,@El_Universal_Mx pues que bueno! por que aquí en mi pueblo a eso se le llama robar y esta gente que se cree? agarrando dinero gratis nomas por sus pistolas!!!,Twitter Web Client,view tweet url
ID: 1122294075724640257,,,,no,28/04/19 00:18:53,@El_Universal_Mx Ya veremos dijo un ciego.,Twitter for Android,view tweet url
ID: 1122294559583744005,,,,no,28/04/19 00:20:48,"@El_Universal_Mx Más delito es cobrar casetas, deverian ser gratis.",Twitter for Android,view tweet url
ID: 1122296653715660800,,,,no,28/04/19 00:29:08,@El_Universal_Mx De todos modos no hacen nada al respecto,Twitter for Android,view tweet url
ID: 1122296838030286853,,,,no,28/04/19 00:29:52,"@El_Universal_Mx No , pues sí se ve que se mueren de miedo !!!!",Twitter for Android,view tweet url
ID: 1122297885863874561,,,,no,28/04/19 00:34:01,@El_Universal_Mx No que amlo no reprimiria a sus lacayos!?? Jajaja,Twitter for Android,view tweet url
ID: 1122298016654712833,,,,no,28/04/19 00:34:33,@El_Universal_Mx me gustaria ver las acciones que tomen con la CNTE y los de Ayotzinapa cuando tomen casetas a ver si actuan como dicen,Twitter Web Client,view tweet url
ID: 1122298162922708992,,,,no,28/04/19 00:35:07,@El_Universal_Mx Uy que miedo han de decir!,Twitter for iPhone,view tweet url
ID: 1122299325881704448,,,,no,28/04/19 00:39:45,@El_Universal_Mx Yo tomo agua...no soy tan güey para tomar una caseta.,Twitter for Android,view tweet url
ID: 1122299339865559043,,,,no,28/04/19 00:39:48,@El_Universal_Mx YYYYYYY???????,Twitter for Android,view tweet url
ID: 1122299464838975488,,,,no,28/04/19 00:40:18,@El_Universal_Mx @drjoseoscarv Y luego?,Twitter for iPhone,view tweet url
ID: 1122299668212473856,,,1,no,28/04/19 00:41:06,@El_Universal_Mx Que expliquen claro que es toma de caseta....yo tomo pulque,Twitter for Android,view tweet url
ID: 1122301249032994819,,,,no,28/04/19 00:47:23,@El_Universal_Mx Hasta ahora revisan las leyes??? Es el colmo de la tolerancia.,Twitter for Android,view tweet url
ID: 1122301572195803136,,,,no,28/04/19 00:48:40,@El_Universal_Mx Pero no lo hacen porque son muchos,Twitter for iPhone,view tweet url
ID: 1122301578709479425,,,,no,28/04/19 00:48:42,"@El_Universal_Mx Pero OJO que también la constitución marca que TODOS TENEMOS DERECHO DE LIBRE TRANSITO... Y, las autopistas de cuota, SON UN NEGOCIO DE UNOS CUANTOS; EN TERRITORIO DE TODOS!",Twitter for Android,view tweet url
ID: 1122304754842046467,,,,no,28/04/19 01:01:19,"@El_Universal_Mx Pero ¿quién de los responsables hace algo? Porque si el pueblo hace algo dicen que toman la justicia por propia mano, ¿entonces quién no hace su trabajo?",Twitter for Android,view tweet url
ID: 1122305463771643905,,,,no,28/04/19 01:04:08,"@El_Universal_Mx Y tomar reforma por bastante tiempo no lo fue??? Entonces los mexicanos seguimos el ejemplo del presidente, como el quiere. Aunque nos valga madres el derecho de los demás.",Twitter for iPhone,view tweet url
ID: 1122307727412170752,,,,no,28/04/19 01:13:08,@El_Universal_Mx Quiero ver al bueno que los va a encarcelar.... ??,Twitter for Android,view tweet url
ID: 1122309221721231360,,,,no,28/04/19 01:19:04,@El_Universal_Mx Que no solo sea escrito que ahora no les tiemble la.mano aplicar la ley,Twitter for Android,view tweet url
ID: 1122310278098620416,,,,no,28/04/19 01:23:16,"@El_Universal_Mx Perfecto sobre encima de la ley nadie, y mucho menos si son gente q no respetan a nuestro país",Twitter for Android,view tweet url
ID: 1122319376579989505,,,,no,28/04/19 01:59:25,@El_Universal_Mx Si como no!!!,Twitter for Android,view tweet url
ID: 1122322655733010433,,,,no,28/04/19 02:12:27,@El_Universal_Mx El libre tránsito también lo es!,Twitter for Android,view tweet url
ID: 1122323922115092480,,,,no,28/04/19 02:17:29,@El_Universal_Mx No pues si les contara la cara de felicidad de los que estaban pidiendo “cooperación” en la caseta de San Marcos el día de hoy y hace una semana en la de la venta Tabasco! Lo único que puedo concluir es que la FGR le vale madres el estado de derecho!!,Twitter for iPhone,view tweet url
ID: 1122331685872209921,,,,no,28/04/19 02:48:20,@El_Universal_Mx ¿Entonces?,Twitter for Android,view tweet url
ID: 1122332529954967552,,,,no,28/04/19 02:51:41,@El_Universal_Mx Entonces por qué lo toleran? Esa permisividad ante el delito; no es corrupción? O al menos complicidad?,Twitter for Android,view tweet url
ID: 1122336171026276352,,,,no,28/04/19 03:06:09,"@El_Universal_Mx Cuánto a que no aplican la ley, dijeran los de antes que quede escrito.",Twitter for Android,view tweet url
ID: 1122336460605022208,,,,no,28/04/19 03:07:18,"@El_Universal_Mx Aun siguen cobrando en las casetas? Pues no que ya las iban a quitar,promesa de la 4 T ????una más !!",Twitter for iPhone,view tweet url
ID: 1122284289234587648,5,,13,no,27/04/19 23:40:00,"Las autoridades han aumentado el dispositivo de seguridad en torno a la familia imperial días antes de la abdicación del emperador Akihito, después de un reinado de 30 años https://t.co/QH258l6A2K",TweetDeck,view tweet url
ID: 1122230183090642946,6,6,24,no,27/04/19 20:05:00,"La iniciativa causó revuelo en redes sociales, donde los usuarios crearon la etiqueta #ConLasCervezasNo en inconformidad con la propuesta de la legisladora morenista https://t.co/IwymVQYSGY",TweetDeck,view tweet url
ID: 1122230632644349952,,,,no,27/04/19 20:06:47,@El_Universal_Mx Yo creo que el caso era nada causar  revuelo en las redes esa ley jamás sería aprobada,Twitter for Android,view tweet url
ID: 1122230856158814210,,,,no,27/04/19 20:07:40,@El_Universal_Mx Resulta que los empresarios tienen más poder que un pinche diputado como el mijis que no sirve más que para decir un par de pendejadas e ir a calentar la silla. Ahí tienen a la Carmen Salinas,Twitter for Android,view tweet url
ID: 1122231031296221184,,,,no,27/04/19 20:08:22,@El_Universal_Mx Legisladora ingenua.,Twitter for Android,view tweet url
ID: 1122237164899586048,,,,no,27/04/19 20:32:44,"@El_Universal_Mx tan sencillo como comprarlas en la mañana, ponerlas a enfriar para que esten listas a la hora deseada.",Twitter Web App,view tweet url
ID: 1122241472349102080,,,,no,27/04/19 20:49:51,@El_Universal_Mx Aquí lo malo es que el producto da trabajos y paga impuestos pero le quieran poner trabas en sus ventas. Igual que a los cigarros. Quieren sacar beneficio de ellos pero también evitar que los compren. Si les dan permiso de venta entonces no los obstaculicen.,Twitter for Android,view tweet url
ID: 1122259436435849216,,,,no,27/04/19 22:01:14,@El_Universal_Mx Que el marido de la legisladora SIEMPRE este frio.A ver que siente que cuando lo quiera usar no este a la temperatura optima.,Twitter for Android,view tweet url
ID: 1122205016712830976,,4,6,no,27/04/19 18:25:00,"Faltan dos jornadas para que finalice el Clausura 2019, pero la directiva del Guadalajara ya planea el siguiente torneo https://t.co/LFbaNg562Q",Twitter Ads Composer,view tweet url
ID: 1122205698572439552,,,,no,27/04/19 18:27:42,@El_Universal_Mx https://t.co/CG7sSmOhdv,Twitter for Android,view tweet url
ID: 1122206499198197761,,,,no,27/04/19 18:30:53,"@El_Universal_Mx Hector Moreno poca actividad, Gio Dos Santos agente libre (además de ser un gran golpe mediático) y Chicharito está listo para regresar. Estas deben ser las opciones para asegurar mentalidad y talento en el equipo la próxima temporada. #Chivas @Amauryvz @JLHB33",Twitter for iPhone,view tweet url
ID: 1122206954951020544,,,,no,27/04/19 18:32:42,"@El_Universal_Mx La administración de @Chivas no sabe planear, hacer buenas eleccion de jugadores ni técnico y cuando se había logrado un equipo con alma y corazón, por protagonismo lo desmantelaron.",Twitter for Android,view tweet url
ID: 1122232699912060928,1,1,18,no,27/04/19 20:15:00,"Algunos fans de ""Avengers: Endgame"" no han aguantado mucho mordiéndose la lengua ?? https://t.co/FnDYMprodt",Twitter Ads Composer,view tweet url
ID: 1122234037538631681,,,,no,27/04/19 20:20:19,@El_Universal_Mx @AldapeSamuel,Twitter for iPhone,view tweet url
ID: 1122240249181233152,23,3,34,no,27/04/19 20:45:00,"En días pasados, el hombre detenido apuntó con una pistola a la cabeza de una niña de nueve años, para despojarla de una celular y robar 700 pesos a la doctora de un consultorio dental https://t.co/V60VTIl6j1",TweetDeck,view tweet url
ID: 1122241151707353089,,,,no,27/04/19 20:48:35,@El_Universal_Mx Qué podemos decir?! que no se diga en otras partes de esa rata!!?,Twitter Web App,view tweet url
ID: 1122242672494817280,,,1,no,27/04/19 20:54:38,"@El_Universal_Mx Por favor México, aplica la pena de muerte ya.",Twitter Web App,view tweet url
ID: 1122252219787747333,,,,no,27/04/19 21:32:34,@El_Universal_Mx México debería aplicar pena de muerte.,Twitter for Android,view tweet url
ID: 1122198729899950081,2,2,7,no,27/04/19 18:00:01,?? ¿Ya mandaste el mensaje para recibir todas las noticias de @El_Universal_Mx sin costo??? ? https://t.co/zKwFpgtcFU https://t.co/kow85470t1,Twitter Media Studio,view tweet url
ID: 1122201802697531393,,,,no,27/04/19 18:12:13,@El_Universal_Mx Yo las quiero recibir ..,Twitter for Android,view tweet url
ID: 1122203437750464514,1,,1,no,27/04/19 18:18:43,"@El_Universal_Mx No necesito de noticias difamatorias, manipuladoras, tendenciosas y falsarias que buscan distorsionar imágenes de personas e instituciones de acuerdo a sus intereses.",Twitter Web Client,view tweet url
ID: 1122196372298575872,9,5,29,no,27/04/19 17:50:39,El sorprendente clóset de zapatos de Thalía: la envidia de todos ???? @thaliahttps://t.co/oBjAK7BukL https://t.co/7LQtvKx3TN,TweetDeck,view tweet url
ID: 1122201465718628352,,,3,no,27/04/19 18:10:53,@Revista_Clase @El_Universal_Mx @thalia Sobre todo de los que no tienen zapatos ??,Twitter for iPhone,view tweet url
ID: 1122208828227899392,,,2,no,27/04/19 18:40:08,@Revista_Clase @El_Universal_Mx @thalia Vanidad,Twitter for iPhone,view tweet url
ID: 1122211483964911618,,,1,no,27/04/19 18:50:42,@Revista_Clase @El_Universal_Mx @thalia Si de todos los que no tienen zapatos...... Habra necesidad de ser tan exhibicionista.,Twitter for Android,view tweet url
ID: 1122223496992444416,,,,no,27/04/19 19:38:26,@Revista_Clase @El_Universal_Mx @thalia Quien es Thalía?,Twitter for Android,view tweet url
